tweet_id,tweet,sentiment
5441,"RT @mention Apple likes it when you pay them. As long as the gadget will be liked by many, this closed system will work. #pnid #sxsw",1
8198,Spotted at #SXSW: Man in need of an iPad (2?) ÛÒ {link} #sxswi,2
8975,Its #PiDay at the #google #sxsw booth! {link},1
7550,Thanks for the free drinks Google!  #sxsw (@mention Speakeasy w/ 47 others) {link},2
4121,Cool! Apple to open temporary store at SXSW {link} #sxsw,2
2864,"If you prefer your news on iPhone, iPad or Droid, @mention has apps for that. @mention @mention &amp; @mention all on mobile apps now. #SXSW",2
1251,Listening to some Australian knob (celebrity journalist) shoot (and re-shoot and re-shoot) his iPhone vid about meeting the celebs at #SXSW,1
6487,RT @mention RT @mention @mention 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,1
9023,"Apparently, if you Google &quot;ad preferences&quot; and you'll see what Google thinks you'll like. #seenocreepy #sxsw",1
6538,RT @mention RT @mention Google launching check in service at #sxsw and providing deals #fmsignal #SXSWi,1
5648,RT @mention CoyneÛªs very own @mention and @mention are #sxsw. HereÛªs how to keep up with them while they're on the road {link},1
3785,"And @mention opens with some tech talk on the Apple store and whore PCs. right crowd, they dig! -carrie #sxsw",1
1004,A game to play at SWSX... spot non Apple electronics. #sxsw,1
6030,"RT @mention Hoot New Blog post:HootSuite Mobile for #SXSW~Updates for iPhone,BlackBerry,Android {link}",1
6427,RT @mention Over 100 in line at Apple pop-up store; everyone waiting for iPads. First guy arrived at 6:30am (36 degrees then). Badges everywhere #sxsw,1
3418,@mention has evolved from novelty game to essential utility. What now @mention @mention {link} via @mention @IndySaha #sxsw,1
3260,"Google goggles + location could tell you, for example, the history of a building you are looking at.  #AugmentedReality #SxSW",2
1934,@mention Alive and loving it! Great talks from Jonathan Dahl #minimalistprogramming and Google's Marissa Mayer #MarissaGoogle - #sxsw,2
2030,Great recap of a seemingly great #sxsw session: RT @mention Relive the wonder that was the Google v Bing panel: {link},2
4016,Facebook Killers - Google Circles to be Announced at SXSW Interactive Festival {link} #google #sxsw,1
1977,Just won an iPad 2 at #sxsw thanks to @mention #fxsw,2
600,/@mention Grab the latest @mention before #SXSW! {link} #saytextson!,1
5426,"RT @mention Apple heads to #SXSW, sets up temporary store in Austin {link}",1
4337,"Good Q ÛÏ@mention To those that purchased iPad 2 at #SXSW, I see more ppl buying white one. Why? Nice frame for presentations? Reading?Û",1
5546,"RT @mention Before It Even Begins, #Apple Wins #SXSW {link} by @mention",2
8803,The #Ogilvy AU #SXSW podcast channel is now open for bizness in iTunes. Subscribe for daily updates {link},1
3257,@mention getting his new iPad at the #sxsw flash apple store  {link},2
8921,Anyone down at #SXSW wanna bring me back a Windows Foam 7? {link} #microsoft,1
4976,"@mention Oh, oh, oh! Does the iPad come with my #sxsw badge? @mention",2
4236,4 Most Valuable Apple iPad Apps; Top Critical Tasks Managed | uber.la &lt; all ipad all day #sxsw {link},1
3301,"haha, Google serving pies at the #sxsw booth at 3/14 1:59 pm.",1
7920,"Apple sets up 5,000-square-foot temporary store at #SXSW to sell new iPads, test potentialÛ_ {link} #socialmedia #ipad",1
7102,Apple is opening up a temporary store in downtown Austin for #SXSW &amp; iPad 2 launch. {link}  Source: Statesman.com,1
3187,The line for the iPad2 at the pop up Apple store has been outlandish the entire week.  #sxsw,2
3401,Awwww yeah!!! RT @mention Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,2
128,"Stacks of #ipad2's waiting to be bought at #sxsw. I got mine, no hassle at all. Apple handled this perfectly {link}",2
1588,"Yay! RT ÛÏ@mention Flipboard's next platform will be the iPhone, CEO @mention says #sxswÛ",2
7186,&quot;No other reason for Apple's continued survival than the existence of God&quot; - @mention #enchantment  #SXSW #sxswi,0
2231,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW,1
7600,"Google Circles' Looms, But Do Google's Nerds 'Get' Social? #SxSW | @mention {link} via @mention",1
491,"Photo: By far, the best #sxsw accessory is an ipad. Followed closely by a margarita. ;-) {link}",2
8967,"Started my #sxsw planning last night with the official iPad app...It's a solid resource, but still comes up short for scheduling.",2
5878,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw",1
411,Check out Coyne PR updates from #sxsw {link} via @mention,1
6626,RT @mention RT @mention Win an iPad2 by signing up here: {link} #sxsw #wantlet,1
5471,RT @mention Apple store downtown Austin open til Midnight. #sxsw,1
5169,RT @mention &quot;Apple likes it if you pay them. That's what Apple likes.&quot; - Barry Diller #SXSW (@mention ACC - Ballroom D) [pic]: {link},1
8664,"CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW via @mention",1
7001,These iPhone apps will keep you grooving at #SXSW 2011 | @mention {link} via  @mention,2
5044,RT @mention . @mention double fisting at the keynote #sxsw #apple {link},1
4509,#sxsw: #indieauthors: Sanders: &quot;One author talked about technology in their stories. Why isn't Facebook/iPhone showing up in stories?&quot;,1
4356,New from Moose Tracker - Google discusses the importance of location with mobile. {link} #SXSW,1
8659,wish i could go @mention Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight,1
52,÷¼ WHAT? ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,1
3644,"Taking Flight Away from Big Apple's NYC Nest: Barely hatched, startups take flight at SXSW  {link} #SXSW #Startups",1
7699,False alarm but could Google be blushing? RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw,1
2116,iPhone crashed in front of #sxsw Apple pop-up. #bestworstthingever,3
5949,RT @mention Great panel w/guys fr @mention @mention @mention &amp; google hotpot! Social recs def not the end for recs. #discotalk #sxsw #sloanxsw,2
74,"Ha.ha. RT @mention #SXSW News: Yahoo.com is loosing search traffic to new site, Google.com. Doubt it will last tho w/ that weird name.",1
7900,Apple puts popup store at #SXSW to hawk iPad 2.  Think they'll sell one or two?  {link},2
1373,"&quot;P-A-R-T-Y-I-N-G&quot;  RT @mention 
GSD&amp;M and Google.....sitting in a tree {link} #sxsw #gsdm",1
5185,"RT @mention &quot;If there's one thing SXSW is good for, it's flash mobs and hive-think.&quot; Apple Wins. Again. @mention #sxsw #ipad2 {link}",2
1762,Google: 40% of map usage is mobile. Seeing a demo of new version of mobile maps. Nice! #SXSW,2
1900,"LoL U r gadgetzilla! Have fun! @mention It's #SXSW Festival time. OMG I'm scared! Got my netbook, #iPad &amp; my droid!",2
8362,"#SXSW quote of the day on iPad interface design: &quot;...If not relatable, discoverable.&quot; #iPad #digital",1
6319,RT @mention Mingly Apple TV a Day Giveaway! Register to win at #SXSW #Winning {link},1
4668,Apple opening temp store Friday at 6th &amp; Congress during #sxsw {link},1
6515,RT @mention RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad,2
1574,Ran into @mention at the temporary Apple Store with @mention @mention and Amy #sxsw,1
2267,"Could be big&gt;&gt;#Google to Launch Major New #Social Network Called #Circles, Possibly Today - {link} #tech #sxsw",1
5783,RT @mention Going to #SXSW? Find me &amp; @mention and you could win some tech prizes such as @mention  #iPad &amp; #iPhone cases!,1
3739,"Tried to initiate carpooling in ridonkulous taxi line, geeks all silent. I bet everyone would do it if there was an iPhone app for it. #sxsw",1
5991,"RT @mention Here's a free @mention sampler, to celebrate #SXSW this year, including Barton Hollow: {link} / nice!",1
3267,Food4Thought...juxtaposed on my iPad #SXSW is rocking; Lybian rebels are thwarted; it's a GORGEOUS day in LA &amp; Japan is reeling,2
6952,RT @mention Win free iPad 2 from webdoc.com #sxsw RT,1
6753,RT @mention The ironic tee has been usurped by the iPad 2 as the hipster/geek/start-up chic fashion item at this year's #SXSW,2
3136,Novelty of iPad news apps fades fast among #SXSW delegates - by @mention {link},0
2103,Android party ... #SxSW (@mention Lustre Pearl Bar w/ 63 others) {link},1
5663,RT @mention Design for iPad is like a design 101 class. Will someone give a talk and assume that we didn't all ditch our previous experience #sxsw,1
3298,"&quot;Google products need to be condensed&quot;,  #Merissa #Mayor at #SXSW Conference 2011 {link}",3
6054,RT @mention I have yet to walk into a conference room where it doesn't look like an Apple ad. You'd think there was nothing else. #SXSW,0
3507,Apple ehPhone. Now available. Only in Canada. #SXSW #Apple #aPhone #Canada,1
4639,"#iPad Lounge at @mention - Free daily for #sxsw - free coffee, #iPad #Art. Recharge. Refresh åÇ Austin Details {link}",2
3178,"Queueing for ipads instead of partying. Honestly, geeks, get a grip! RT @mention The iPad 2 Takes Over #SXSW [VIDEO] - {link}",1
3720,Mayer making it clear that Google are going straight after foursquare &amp; gowalla with Google Hotpot. #sxsw,1
4969,A mass google-zation (ranking /indexing of educational assets) vs. the lost sea of uncatalogued materials at present #futureofed #gsdm #sxsw,1
6832,RT @mention Updated NPR Music iPhone app has song info for All Songs 24/7 &amp; live video streaming just in time for #SXSW {link},2
1335,Disgusted with my iPhone's battery life. Already down to 11% at 3:30 pm while my blackberry is going strong. #Sxsw,0
2656,On average Google Maps sees 40% of its users come from mobile devices. We are becoming more connected (@mention #SXSW #donline ^DK,1
8711,Packed house for Google/Bing Q&amp;A on search rankings. OH: &quot;I'm hope it's a catfight.&quot; #sxsw #qagb,2
3711,"Good morning everybody
 The #iPad 2 Takes Over #SXSW [VIDEO]: {link} via Mashable
#apple",2
1590,@mention @mention Great to meet you @mention meetup! This is the post about our new #sxsw medical apps {link} #sxswh #hcsm,1
